"tweet_text","topic"
"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦","climateChange"
"RT @daniellemcxs: COP21: M$q$#sia to push for climate change agreement at Paris... https://t.co/967IelWapQ","climateChange"
"RT @Independent: Emergency campaign launched to convince Trump climate change is real https://t.co/obbXYhFxNS","climateChange"
"RT @OMGno2trump: Hey #MAGA, Trump says global warming is a Chinese plot to hurt America. So what does he do? He put 30% tariffs on solarâ€¦","climateChange"
"RT @nytimesbusiness: In Davos, China is a climate change trend-setter. But its own energy-related emissions of greenhouse gases are risingâ€¦","climateChange"
"@CivilSocietyOz US 90% population growth 10% emissions growth until now - People want action on climate change and… https://t.co/RNQqxM308C","climateChange"
"RT @democracynow: 'The PentagonÃ¢â‚¬â„¢s internal experts and external deliberations highlight how climate change changes everything' https://t.coÃ¢â‚¬Â¦","climateChange"
"RT @royalsociety: Have you seen our simple guide and animation to understanding climate change?  #climateguide http://t.co/IAy0sy5hwM","climateChange"
".@VernBuchanan breaks with @realDonaldTrump &amp; many other Republicans on climate change #ParisAgreement https://t.co/Oo0GnXiZDo","climateChange"
"Global Warming Could Stave Off Next Ice Age: Researchers said the planet seemed naturally on track to escape an ice…","climateChange"
"China deserves to be the biggest power in the world if they will battle climate change unlike the US","climateChange"
"Urban farms 'critical' to combat hunger and adapt to climate change. https://t.co/SCy4DGkk9F","climateChange"
"HOT: Time for global action: an optimised cooperative approach towards effective climate change mitigation… https://t.co/HYtNESiRDq","climateChange"
"â€œI used to think that top environmental problems were biodiversity loss, ecosystem collapse and climate change.... https://t.co/wazfhgA2xr","climateChange"
"RT @TeamTrump: .@realDonaldTrump will cut taxes &amp; cancel billions in global warming payments to the UN so we can use that money toÃ¢â‚¬Â¦","climateChange"
"RT @SandieCornish: James Martin SJ explains why climate change is a moral and religious issue. https://t.co/krNfZVHeCH","climateChange"
"RT @AtkinsonCenter: â€œNo matter what happens with climate change, you still have your controlled environment,' says Atkinson Fellow Per Pinsâ€¦","climateChange"
"The US is relocating an entire town because of climate change. And this is just the beginning https://t.co/rRa5kZJQ5r via @qz","climateChange"
"I'd say America's even stranger but the BBC give Melanie Phillips a televised platform for climate change denial so… https://t.co/3wfr99Lgns","climateChange"
"RT @Albertaardvark: Kim Jong il will always be remembered fondly for his leadership and contributions on climate change.…","climateChange"
"Adapting to climate change means adapting to Trump – here's how | Dr Aditya V Bahadur: Donald Trump’s scepticism… https://t.co/YVsl0bGC3z","climateChange"
"RT @nytimes: Read the draft of the climate change report https://t.co/PbmYwShMTy","climateChange"
"RT @LaterCapitalism: End world hunger, eliminate poverty, slow the rate of climate change, put an end to patriarchy and systemic racism,…","climateChange"
"RT @guardiannews: On the climate change frontline: the disappearing fishing villages of Bangladesh #GlobalWarning https://t.co/6P0GpApGl0","climateChange"
"RT @SimonBanksHB: @turnbullmalcolm contradicting his own Government$q$s modelling on climate change targets and policies

Just another fact f…","climateChange"
"Climate change before your eyes seas rise and trees die island packet latest news climate change - https://t.co/lWgAOcoaSA","climateChange"
"RT @ABPolitical: This has NOTHING to do with the 'climate change' SCAM &amp; EVERYTHING to do with funding the RADICAL UN, agenda 21Ã¢â‚¬Â¦","climateChange"
"RT @TEN_GOP: 7 more dead in London because of climate change. Oh wait, nope, it's Islamic terrorism again.
#LondonAttacks https://t.co/PUqc…","climateChange"
"@GeneVricella @nytimes He has invited scientists and engineers to France to help fight climate change!","climateChange"
"RT @nikahang: Do you think Lake Urmia is drying up just because of climate change? When Rafsanjani decided to divert the water flowing to tâ€¦","climateChange"
"Let's make this perfectly clear: CLIMATE CHANGE DENIERS should be called what they are: CLIMATE TERRORISTS. Yes, climate change is that bad.","climateChange"
"Jerry Brown: How to beat Donald Trump on climate change: … climate action, because we know… https://t.co/8ftfnm63qZ","climateChange"
"RT @realThomDurbin: RIP: Weather Channel founder John Coleman dies - Called 'global warming' a 'hoax' https://t.co/BdVXuJBf5e via @ClimateDâ€¦","climateChange"
"What does April snow bring? #Shutup Global warming sickos! https://t.co/ha9owAlXfn","climateChange"
"#PopularScience #HighTech #Trending These companies claim blockchain could help fight climate change - Nexus Mediaâ€¦ https://t.co/wcADWOHVUN","climateChange"
"RT @aberuninews: Scientists from @ibers_aber are part of this £4.8m Welsh and Irish climate change sea study https://t.co/hC5cU5HBkg","climateChange"
"RT @CatherineForNV: I believe in science. I believe in climate change. Let's protect our precious resources including the air we breathe &amp;Ã¢â‚¬Â¦","climateChange"
"RT @pewscience: Americans are most likely to trust information from climate scientists about the causes of climate change…","climateChange"
"RT @BernieSanders: 'The concept of global warming was created by and for the Chinese in order to make U.S. manufacturing non-competitiÃ¢â‚¬Â¦","climateChange"
"RT @PeteButtigieg: When the EPA head does not understand climate change, it endangers American communities--not just on the coasts, bu… ","climateChange"
"RT @guardian: Want to fight climate change? Have fewer children https://t.co/cfEg31Wgt0","climateChange"
"And if the world doesn't accept the global warming.. it's going to be international catastrophe https://t.co/DphTKKWxvo","climateChange"
"Oh the chill in the morning today! I wish there was a way to correlate this to global warming. Erratic weather pattâ€¦ https://t.co/fiG7ZjKWQw","climateChange"
"RT @ClimateRetweet: RT Marijuana believer: The Effects of Climate Change is Alarming...These Photos Will Tell You Why … https://t.co/yfX1fa…","climateChange"
"Look out the window and tell me 'global warming' is real

JUST LOL","climateChange"
"California burns, Louisiana floods... expect more disasters like this as climate change continues, says @EricHolthaus today @hereandnow","climateChange"
"@nytimes My request is that president of America
Will be positive about the climate change.","climateChange"
"RT @SenSanders: We have a president-elect who doesnÃ¢â‚¬â„¢t believe in climate change. ThatÃ¢â‚¬â„¢s frightening for this country and the world.","climateChange"
"RT @NBCNews: John Kerry says he'll continue with global warming efforts until the day President Obama leaves officeÃ¢â‚¬Â¦","climateChange"
"rl feels like global warming llz","climateChange"
"RT @zoologistjones: Starting with @Antarcticmoss a leading expert in climate change, Antartic and plant ecophysiology research. Advocate foâ€¦","climateChange"
"Australian coastline glows in the dark in sinister sign of climate change https://t.co/r8l4GkuxGL https://t.co/yTKcRonOOU","climateChange"
"RT @matthewshirts: Lloyd's of London to divest from coal over climate change https://t.co/Jvqbad4UWC","climateChange"
"RT @cloudsatIas: water is wet https://t.co/018rvdNtOL","climateChange"
"RT @joshgad: The mourning stage is over. Now we fight. Putting a climate change denier as head of EPA is an act of war on our kids. #StandUp","climateChange"
"RT @ajplus: President Macron is inviting U.S. scientists to France to help fight climate change. https://t.co/DHY2mgCIp5","climateChange"
"@realDonaldTrump - $q$Re: My First Priority$q$: Fight climate change. The problem is real and urgent, no matter what lies Exxon tells you.","climateChange"
"RT @thinkprogress: Repeat after me: Carbon pollution is causing climate change https://t.co/9OsnNl6nGe https://t.co/pNxMXvRzB5","climateChange"
"Troubling new research suggests global warming will cut wheat yields http://t.co/ykdQzbcPiS","climateChange"
"RT @KamalaHarris: I stand with @JerryBrownGov in saying that California will not back down on climate change. 
https://t.co/xP8Y6eSmyx","climateChange"
"RT @people: .@MRodOfficial talks about the ‘ecological disaster' of climate change and how it’s affecting baby seals…","climateChange"
"RT @ericgarland: See, the way it’s going climate change will only increase the desire for renewables. Russia has no national grid, and the…","climateChange"
"RT @GayJordan23: I'm in full support of the phrase 'climate change is a hoax' if hoax stands for Hot, Old, Anal, X-rated &amp; 'climate change'…","climateChange"
"That's global warming for you! https://t.co/Cn7BpMnzoy","climateChange"
"RT @NatGeoChannel: Nearly every week for the last four years @SenWhitehouse has taken to the senate floor to talk climate change.…","climateChange"
"RT @UN: Caribbean countries are more vulnerable to climate change. For a #ResilientCaribbean we need urgent climate action.…","climateChange"
"RT @siddarthpaim: The head of the EPA just made another dangerous comment about global warming https://t.co/mS1svXve3a","climateChange"
"RT @350: The state of the climate is in danger. But don't expect anything sensible about climate change from Trump at #SOTU tonight â€” justâ€¦","climateChange"
"The Energy 202: We asked Texas Republicans about Harvey and climate change. Only one answered. https://t.co/oHNlzsf2IA","climateChange"
"Great (&lt;5 min) watch on 1 man's impact on global warming data.
“The Snow Guardian” by @DaysEdge on #Vimeo https://t.co/xOJ8Z3OGUu","climateChange"
"RT @WestWingReport: President, who also calls climate change a 'hoax,' may not know that Syria's civil war also has roots in just that htt…","climateChange"
"An Inconvenient Sequel: Truth to Power review – another climate change lesson from Al Gore https://t.co/Owo2b3XVQ4 https://t.co/CMwaLCsKBv","climateChange"
"RT @friends_earth: A question on climate change got 1min 32sec. Asked, do you believe in #climatechange, Trump says: There is cooling and tâ€¦","climateChange"
"The weird part about @BillNye new Netflix snow is everyone who's watching already believes climate change is an issue","climateChange"
"RT @paulengelhard: If 99% of scientists tell you that climate change is real, and Trump says it isn't, then the only intolerant ideology in…","climateChange"
"RT @dw_environment: Keeping global warming below 1.5C degree is 'extremely unlikely', says @IPCCNews - According to a draft report, only huâ€¦","climateChange"
"RT @YaleE360: Marylandâ€™s Dorchester County is ground zero for climate change on the Chesapeake, as rising seas claim more and more land. Anâ€¦","climateChange"
"You don't want us to talk about climate change? Okay, then how about guns? https://t.co/7Mn9ifUHnu","climateChange"
"RT @irinnews: Four films exploring the impact of climate change on food security and how Kenyan farmers are adapting to the new reality httâ€¦","climateChange"
"@SadUSNVeteran not global warming crap that's just normal always have been since I could remember","climateChange"
"RT @Irishlassis: Given that Exxon's own scientists knew facts abt climate change &amp; lied to US/wrd, the $$$ should come from their co…","climateChange"
"RT @EricBoehlert: number of times 'climate change' mentioned: 145","climateChange"
"RT @LisaBloom: Exxon knew about climate change 50 years ago, and lied about it. CEO Rex Tillerson not fit to be Secretary of State. https:/…","climateChange"
"Shocking! Muskox are feeling the heat of climate change, itâ€™s having a significant impact on ecosystems and causingâ€¦ https://t.co/qLNHl8b4uf","climateChange"
"RT @jay_zimmer: Icebergs for global warming https://t.co/8ZYOZK4KfR","climateChange"
"RT @EnvDefenseFund: Big investors to put more money into tackling climate change. https://t.co/Olw9WdQMW4","climateChange"
"RT @1942bs: remember the time republicans blamed Barbra Streisand for global warming","climateChange"
"RT @JitneyGuy: Cold weather is exacerbated by global warming. 
Hot weather is exacerbated by global warming. 
Moderate weather is exacerbatâ€¦","climateChange"
"My answer to Why are there people who deny global warming due to human factors when more than 90% of scientists adh… https://t.co/1bHzTzUtaB","climateChange"
"RT @mmfa: He said it on his weekly spot on Fox &amp; Friends. https://t.co/tTiOGnTFX0 https://t.co/QAQjRSIqPR","climateChange"
"Trump's White House website is one year old. It's still ignoring LGBT issues, climate change, and a lot more - Theâ€¦ https://t.co/yxP9ifBRR8","climateChange"
"RT @Education4Libs: Trump just dropped climate change as a national security threat. 

Iâ€™m not sure if this was the right move or not sinceâ€¦","climateChange"
"RT @EcoSenseNow: Don't you love 'hazardous ice conditions caused by climate change'. ðŸ™„ðŸ™„just https://t.co/cp53j9VRAt","climateChange"
"Congress Can$q$t Shake Our Nation$q$s Resolve on Climate Change https://t.co/lmBOTdIbbL @AidenHarper810","climateChange"
"Google:Mountain glaciers are showing some of the strongest responses to climate change - UW Today https://t.co/mlVZuY6PKw","climateChange"
"RT @Reuters: Vatican urges Trump to reconsider climate change position https://t.co/CuAw71CHdv","climateChange"
"@BBCWorld Merkel wanted it to be about 'climate change'. Trump used it to talk about important issues. And stole the show.","climateChange"
"RT @Dwarfclone: @DocThompsonShow #WhatILearnedToday

How can there be 'global warming' when college campuses are so overrun with 'snowflakeÃ¢â‚¬Â¦","climateChange"
"RT @RepStevenSmith: If you take $65,000,000 from countries that produce nothing but crude oil, you're not the 'climate change' candidatÃ¢â‚¬Â¦","climateChange"
"RT @Slate: Trump can’t stop corporate America from fighting climate change: https://t.co/kzjle6DPWj https://t.co/9yYYcd38jN","climateChange"
"We$q$re so fucked unless we tackle climate change. https://t.co/R33idZEXtk","climateChange"
"RT @MoataTamaira: We should actually all be doing more individually to fight climate change though, right?
Esp now it'll have the added bon…","climateChange"
"RT @guardian: The Guardian view on climate change: bad for the Arctic | Editorial https://t.co/xbzxPTWCiP","climateChange"
"RT @johncusack: Gop =death cult - quite literally - health care - global warming - go down the list - you name it- https://t.co/honEZnGVHa","climateChange"
"RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change https://t.co/SjoFoNÃ¢â‚¬Â¦","climateChange"
"RT @Fusion: Peru is suffering its worst floods in recent history—and scientists say climate change is to blame: https://t.co/Xr6ETSZxI3","climateChange"
"RT @SenatorMenendez: As the EPA addressed climate change our economy improved &amp; electricity prices decreased. Only the coal industry wan…","climateChange"
"RT @mattblaze: Most Americans think global warming is real but will only harm others. Interesting study of how we view risk. https://t.co/Y…","climateChange"
"We need to frame climate change research more locally, as that is where climate change impacts will be feltâ€¦ https://t.co/uUjFWEUJbz","climateChange"
"RT @World_Wildlife: Irresponsible food production drives climate change, which drives more irresponsible food production. Time to breakÃ¢â‚¬Â¦","climateChange"
"RT @cnni: A fleet of unmanned boats is traveling from the Arctic to the equator to gather vital data on climate change…","climateChange"
"Also, organic, local &amp; sustainable agriculture is a good alternative to current models. The thing is, due to climate change, agriculture","climateChange"
"@Harlan @LouiseMensch This is all because of global warming. Methane blast from Soros's donkey ass. $50,000,000. Ouch����","climateChange"
"@realDonaldTrump climate change is real please promote renewable energy instead of coal and make this world Ã°Å¸Å’ï† great again. Ã¢ËœÂºÃ¯Â¸ï†","climateChange"
"New Zealand’s proposed climate change target disappointingly low: Oxfam... http://t.co/uJYwd0pM3z","climateChange"
"RT @washingtonpost: Scientists just linked another record-breaking weather event to climate change https://t.co/ThCJSDXh80","climateChange"
"Jon Chait wrote an optimistic take on climate change. Is it justified? - Vox http://t.co/1GILy7nsMu","climateChange"
"Blowing harder, more often but not due to climate change- More tornadoes in the most extreme U.S. tornado outbreaks https://t.co/wNHwYADPAj","climateChange"
"@DattiloJenna climate change","climateChange"
"RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change https://t.co/SjoFoNÃ¢â‚¬Â¦","climateChange"
"logikblok: It's a good move overall diversifying investments as well as combating climate change, but it's still in… https://t.co/byezs81TUY","climateChange"
"@constans @WarrenPeas64 @JoscoJVTeam yes I do, numbnuts. 4 more years of global warming:)","climateChange"
"Texas GOP Congressman Claims Halt in Global Warming https://t.co/kL4X14UsfH  Climate Change denial continues.","climateChange"
"Record-breaking climate change takes us into ‘uncharted territory’. Stable popn can limit climate change victims… https://t.co/tRcemKQXkE","climateChange"
"RT @CNBCi: â€œWe have to incorporate now into the investment process the risks and opportunities that come from climate change.â€ Listen to ouâ€¦","climateChange"
"RT @TIME: Fifty world leaders will discuss climate change in Paris this week. President Trump wasn't invited https://t.co/reefbSuTpN","climateChange"
"Relatedly, Iâ€™d really like to know what prevents Bostonâ€™s @museumofscience from having a real climate change exhibiâ€¦ https://t.co/maKs3QrDXu","climateChange"
"RT @MiraSorvino: And people still want to deny that climate change is human driven and real? Including the head of the EPA? Shameful! https…","climateChange"
"RT USAID Backs How-to Course to Help Asia Cope with Climate Change  https://t.co/UbI4HFDdvR","climateChange"
"RT @jo_moir: English says Govt doesn't spend much time linking dots between climate change and recent natural events. Concentrating on mana…","climateChange"
"RT @RedTRaccoon: To all the idiots denying climate change because of the cold streak in the United States, I would like to give you the temâ€¦","climateChange"
"RT @EricHolthaus: Be wary of those that caution against 'politicizing' Harvey. Our choices--development, social supports, climate change--a…","climateChange"
"RT @joshtpm: Like most empirically smart people I calibrate my opinion on climate change based on ambient temperature in the city I$q$m in on…","climateChange"
"RT @GhostPanther: Bye bye bank regulations.
Bye bye dealing with climate change.
Bye bye health care.
Bye bye diplomacy.
#electionnight","climateChange"
"RT @GRForSanders: Read @HillaryClinton$q$s climate change plan here: 

|￣￣￣￣￣|
|                    |
|                    |
| ＿＿＿＿_|
(\__/) …","climateChange"
"RT @ProSyn: Hunger and climate change | @BjornLomborg https://t.co/q4XH8pRPiU","climateChange"
"An epic Middle East heat wave could be global warming’s hellish curtain-raiser https://t.co/1TH1NlAmAy by @IranNewsNow via @c0nvey","climateChange"
"Trumps policy's on climate change, if we make it that far, is what's for sure going to kill us.","climateChange"
"RT @Garossino: Just imagine if climate change was as big an issue in this campaign as Hillary's damn emails.","climateChange"
"Well that was devastating. Poor walruses. Poor polar bears. And honestly how can anyone deny climate change...ðŸ˜” @BBCAMERICA #BluePlanet2","climateChange"
"RT @latimes: UCSD scientists worry Trump could supress climate change data https://t.co/vhTEZbadUh https://t.co/c96k9v3SJ4","climateChange"
"RT @UN_Women: Tonight: 8:30-9:30PM, join #EarthHour &amp; turn off all lights to bring attention to climate change. Learn more: https://t.co/ek…","climateChange"
"RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change https://t.co/SjoFoNÃ¢â‚¬Â¦","climateChange"
"RT @Anandacoomara: Eating beef and causing global warming just to satiate blood lust is what's regressive and outdated, marrying by ch…","climateChange"
"3 snows later in MS and people still say global warming isnâ€™t real https://t.co/OvavFMnRsp","climateChange"
"Growing algae bloom in Arabian Sea tied to climate change https://t.co/aSWiogr9Ux https://t.co/ShFaymBlc6","climateChange"
"RT @H2Owitch: TX among the states most vulnerable to climate change. Will Harvey trigger increased resilience?
https://t.co/QmCkNIJAGq","climateChange"
"RT @britneyspears: Does anyone think global warming is a good thing? I love Lady Gaga. I think she's a really interesting artist.","climateChange"
"RT @UNGeneva: See how @unwomenafrica supports the resilience of women facing climate change in #Mali: https://t.co/o295X8mQWv https://t.co/…","climateChange"
"RT @Ashton5SOS: Why are you naked?
Umm Global warming","climateChange"
"RT @blackbartohio: DiCRaprio: Bernie Sanders ‘Inspiring’ for Calling Climate Change Our Biggest Threat https://t.co/I2WaCrYWZR","climateChange"
"Mumbo Jumbo! 5th graders could explain climate change better than Trump. READING is fundamental, kids! https://t.co/4j71jpsm61","climateChange"
"RT @BrennanCenter: Oil + gas industry spent $1.4 billion in the past decade telling the federal government climate change didn’t exist. htt…","climateChange"
"RT @KeithBradsher: China, the #1 emitter of global warming gases, announces a national carbon market for electricity generation https://t.câ€¦","climateChange"
"RT @RichardMunang: This generation is better position to meet the climate change https://t.co/WxGHgGakaA we meet these challenges will be u…","climateChange"
"RT @SusanMaylone: http://t.co/zQMkpcN1ou Many cities past the point of no return in rising sea levels. GOP still deny$q$s global warming prot…","climateChange"
"RT @KarmaLoveee: Give me two beers and I'll give you the world's greatest speech about climate change Ã°Å¸Ëœâ€šÃ°Å¸Ëœâ€š swear","climateChange"
"Coal is not just dying, it is dead ...

Lloyd's of London to divest from coal over climate change https://t.co/eZFuQ84ZhL","climateChange"
"We know. But the #greenwash shovelers want to blame $q$climate change$q$ 🙄 #cdnpoli  https://t.co/uYSY4TBhGC","climateChange"
"RT @BuzzFeedNews: Other major nations will officially commit to fighting climate change — with or without Trump
https://t.co/OweKcgNCqr","climateChange"
"RT @AlisonSudol: Was sorry to miss yesterday's march, but I'll be at #PeoplesClimate March 29th. Let's turn the heat from global warming on…","climateChange"
"Trump's first pick for 'environmental issues' is a person who proudly admits they're a climate change denier.","climateChange"
"RT @PetroleumEcon: The @IEA calls for global action on climate change http://t.co/FLe6uq4XJi  
via @HelenCRobertson","climateChange"
"RT @AdamBandt: Still waiting for a mention of climate change. I'm sure it's coming... #Budget17 #Budget2017","climateChange"
"Chilling:
1. Trump wants to divert NASA $$$ from climate change to space exploration
2. Thiel wants to colonize space for libertarian utopia","climateChange"
"@Jadedhipster905 @PettyBeeLover @ComebackSargon There won't be a race if we don't do anything about climate changeâ€¦ https://t.co/GxhhWLEes6","climateChange"
"RT @BFI: Watch @LeoDiCaprio and @fisherstevensbk discuss their urgent climate change doc #BeforeTheFlood ahead of Saturday$q$s… ","climateChange"
"We can no longer be shy about talking about the connection between human causes of climate change and weather,' waâ€¦ https://t.co/LT6qfFEzT6","climateChange"
"HAARP 2015 Reveals climate change https://t.co/2saoWESIU3 via @UnzipW","climateChange"
"RT @CharlieDaniels: I cant remember if Al Gore invented the internet before or after he invented global warming","climateChange"
"#ClimateChange #GIF #New #world, green, earth, waiting, sign, sitting, climate change, soul… https://t.co/j6qZUpV3R1 https://t.co/KjOSdnyrcI","climateChange"
"@VA_Amilyn_Holdo Other than what Dotard says, climate change is REAL! We canâ€™t keep raping Earth, &amp; ignoring the châ€¦ https://t.co/29FU2exfnV","climateChange"
"RT @RubyCodpiece: The US is relocating an entire town because of climate change. And this is just the beginning https://t.co/Btiz0oVsL3 via…","climateChange"
"#Nasa #NasaSocial #Juno #Aerospace /Nasa might eliminate the climate change according a solution in: https://t.co/pkjuqLEZoO","climateChange"
"RT Climate change denier Rupert Murdoch just bought National Geographic, which gives grants to scientists - Boing … https://t.co/OJosVwdEVi","climateChange"
"RT @coral_buff: Wanna talk about the cold and climate change? Start here! https://t.co/3RaUiRL4hQ","climateChange"
"RT @jamisonfoser: ThereÃ¢â‚¬â„¢s a simple explanation for this: Donald Trump knows climate change is real but does not give a shit about you. httpÃ¢â‚¬Â¦","climateChange"
"Androids Rule The World due to climate change, but not for long. #scifi #99c https://t.co/A7mojBcbFY @donviecelli https://t.co/rV9EdFXWeU","climateChange"
"https://t.co/V66jKNdoJ2
If Trump wins, the U.S. could end the fight against climate change. https://t.co/y32Bu3eHGD","climateChange"
"RT @ShippersUnbound: 'I would sign a letter with any other letter' says Jezza on climate change. That's what he's been doing for 40 years.…","climateChange"
"@Liz_Wheeler I agree. We should take global warming seriously after the polar bears die.","climateChange"
"RT @AstroKatie: Seems much of global warming denial these days is data nihilism. Lots of 'you can't possibly know!', little substantial arg…","climateChange"
"RT @LastWeekTonight: If you donÃ¢â‚¬â„¢t believe man-made global warming is a a silly issue, give to the Natural Resources Defense Council (https:Ã¢â‚¬Â¦","climateChange"
"RT @CleanAirMoms: ASTHMA: climate change will increase the level of smog in urban areas. Children suffer the most from smog pollution...","climateChange"
"Philips Lighting CEO Eric Rondolat will be engaging leaders at #WEF16 on the need to fight climate change now #WEF16 https://t.co/oZeMkN8ZAn","climateChange"
"Scholar describes a coming crisis of displacement from #climate change https://t.co/pslH1kxZ5u #Alaska, eastern seaboard, and so on","climateChange"
"RT @svvalera: Climate scientist @drKateMarvel recommends the best books on climate change and uncertainty https://t.co/GITfbVqxgV via @fiveâ€¦","climateChange"
"RT @kurteichenwald: Conservs can keep pretending climate change is a hoax but other countries arent gonna be putting up with it anymore. htÃ¢â‚¬Â¦","climateChange"
"RT @AstroKatie: Maybe governments will actually listen if we stop saying $q$extreme weather$q$ &amp; $q$climate change$q$ &amp; just say the atmosphere is…","climateChange"
"Methane serves as an environmental Â´wildcardÂ´ in climate change risk assessments'. -The Arctic Instituteâ€¦ https://t.co/yIETFg61cp","climateChange"
"RT @Seeker: Humans are contributing to climate change whether people agree or not. https://t.co/KBXEtBxEQh","climateChange"
"@CTVToront What a global warming!","climateChange"
"@MilesKing10 Yes he is supporting climate change.","climateChange"
"More than 190 countries just subtweeted Trump on global warming - https://t.co/KwHejZpFe6","climateChange"
"RT @AltNatParkSer: Our 'Cultural Resources Climate Change Strategy' outlines approach for managing impacts under modern climate change. htt…","climateChange"
"Those of us urgently noting these deeply worrying signs -- we've become like the climate change Cassandras https://t.co/1sv0Y0D7i1","climateChange"
"Man-made global warming makes droughts and floods more likely #engadget https://t.co/onUqq11FD7 https://t.co/41vzfGg8S1","climateChange"
"@terrymorse @KamalaHarris You bought into the man made climate change myth. You have been duped.","climateChange"
"RT @SamuelaKuridran: Bula! We're filming short videos 2moro with Alisi Rabukawaqa to answer questions about climate change! If you have…","climateChange"
"RT @pmboothe: Something big in Canada$q$s battle against GHGs may be about to happen in Alberta. Or not. #fingerscrossed  https://t.co/SZJjo4…","climateChange"
"RT @bobinglis: Shell says carbon tax better An oilman’s $7 billion refresher course in the economics of drilling and climate change https:/…","climateChange"
"RT @Alifaith55: Oh. My. God.

Trump's Government removes climate change page from EPA website hours ahead of #climatemarch

https://t.co/9z…","climateChange"
"RT @mechapoetic: climate change is a crisis caused by capitalism, so capitalism can't mitigate it. all it can do is treat it like a busines…","climateChange"
"Donald Trump has previously called climate change 'a hoax.' So what will his presidency mean moving forward?Ã¢â‚¬Â¦ https://t.co/YykKm4jVhN","climateChange"
