"tweet_text","topic"
"Trump help Putin in his quest to invade Ukraine. All Trump did while he was in the Oval has put us in conflict with Putin .It was his goal to start a war. Now Trump bromance will cost American lives. He does not care or understand since he is a draft dodger. Sons are coward too.","warUKRU"
"@STWuk The only success that Stop the War will bring is a full Russian invasion of Ukraine . Fools the lot of you","warUKRU"
"Because USA and allies benefit more from a war with Russia and Ukraine, and the MSM and defense contractors will all benefit from the needless human misery. Same old play from a tried and true playbook.","warUKRU"
"Ukraine war may affect India too, need to be alert: Dr Veerendra Heggaqde https://t.co/bilXZ77dxu","warUKRU"
"Told @AlArabiya that if NATO didn't commit a deployment in west Ukraine by now, it means that they are relying on an economic war with Russia. Sanctions will certainly have an effect on Russian economy, but they can't be eternal for it could destabilize globalized world economy. https://t.co/Xb2XGhFlhr","warUKRU"
"@Keir_Starmer Spot on ! What I really noticed was Stop The War Campaign used the RUSSIAN version of the map of Ukraine with Russia stolen and occupied and oppressed parts of Ukraine as Russian territory- which tells us EXACTLY who’s funding them","warUKRU"
"The fact that Macron travelled to Russia and Ukraine shows that the risk of the war exists, comments French MP Valeria Faure-Muntian at the Ukraine-France forum. @NEC_Ukraine","warUKRU"
"Ukraine crisis live:Kyiv creates $592m fund to keep airspace open; UK defence secretary cuts short holiday-Biden and BoJo are like elephants in a glassware shop. This ia about a disaster in the wake with 100,000 of lives on the line.We in EU don’t want war https://t.co/J7JSw0El9Q","warUKRU"
"@JordanSchachtel Controlled demolition?! Who on earth dreamed up that talking point? Oh, of course the WEF!  A demolition is a demolition.  Energy prices will skyrocket in the next few months, as the dire consequences of #Biden's reckless war in Ukraine start to spill over Europe &amp; America.","warUKRU"
"@Defcon1W Ukraine will burn before the U.S risk a war with Russia. They won't have a problem supplying weapons thu..at a premium price.","warUKRU"
"@AFP Don't worry,There will never be a war. Putin does not dare to fight. The only thing he can do is military maneuvers  #Putin #Russia #Ukraine #Belarus","warUKRU"
"@benshapiro Why do Ukraine and NATO need one another so badly as to provoke the Russians into war?","warUKRU"
"Ep recorded. The Latvian movie director got moved a week, because he couldn't make it, so we had a very reakpolitik discussion about the potential Russia-Ukraine war with a Latvian/American journalist Juris Kaža @juriskazha","warUKRU"
"@jameszero18 @StateDept @SecBlinken Your initial tweet was about Blinken being Jewish, and had nothing to do with the potential war in Ukraine, so I’m not sure why you ever thought I was deflecting at all. Clearly, you hold anti-Semitic sentiments. I am also Jewish, and don’t take kindly to the tropes.","warUKRU"
"@UkrWarReport The 🤡🤡🤡 of the world organisation","warUKRU"
"Weird how the coverage of the standoff in Ukraine has risen greatly since last  week when #SueGrayReport was due. Now we have wall to wall coverage of what 24hr news love ""war"" Shame they forget about all the other conflicts .Tories wholly owned by Putin","warUKRU"
"@Deedy2201 @GBNEWS @BorisJohnson Best form of defence is attack. Why should we sit back a let Russia bully Ukraine? We acted as a deterrent for over 30yrs during the cold war, we should act as part of a deterrent now. Russia acting as they are is going back to post WW2.","warUKRU"
"Yep it's pathetic, and this constant hyping of war with Russia over the Ukraine is utterly ridiculous 😞 https://t.co/Kp9EXO8YtQ","warUKRU"
"@CongoTheMovie @goodblackdude What have they Hit???? For all we know, Russia is testing tanks not firing into Ukraine. I really don't care. The USA is being invaded by an army at our Southern border by Liberals. How many of them have been told if a Civil War starts, you fight for us against citizens?","warUKRU"
"The reason why most Russian soldiers where meming on the way to Ukraine is because they thought they where going into training, attlest from some that ive seen

This implies that putin didn't even want them to know they where being sent off to a war

Fuck you Vladimir Putin","warUKRU"
"Is lose lose here. Ukraine lose putin wins. Ukraine wins we all lose. The answer is within. Russian citizens need to stop this war within. If they don’t it’s a war. If it goes to a full on war then west is to blame for allowing it.","warUKRU"
"Here is the Real Reason Vladimir Putin is Preparing for War with Ukraine - @IsraelVideos https://t.co/5j9UBIJEqc","warUKRU"
"Chipstep is a ghetto music genre with origins in Ukraine during the Cold War. Its main features are nonsense vocals followed by remixed sax.","warUKRU"
"@WeeScotUnicorn And more weapons shipped into the Ukraine from USA (see REUTERS 3h ago - shared report on Twitter). War drums beating &amp; Johnson posing as go-to-guy in Europe for defence of the Ukraine. This blows up &amp; Johnson drags us in, SNP will have even more on their collective conscience.","warUKRU"
"Good insight from McGregor here... 

US war lobby fuels conflict in Russia, Ukraine, and Syria: ex-Pentagon a... https://t.co/oVjN2faHG7 via @YouTube","warUKRU"
"The US will not go to war with Russia over Ukraine. US forces will increase numbers in Greece and the Balkans essentially dividing the region into spheres of influence. East Ukraine will continue towards de facto Russia annexation. Ultimate goal is to divide Russia and China.","warUKRU"
"UKRAINE NEED HELP! Russia Deploys Warships to Black Sea in Dangerous Esc... https://t.co/068BYIbomc via @YouTube stop the war..","warUKRU"
"@thomaschattwill Putin called Ukraine neo nazi junkies and then mentioned nuclear options... 

AND HIS OWN GENERAL IS JUST DUMBFOUNDED WITH THE SHIT HE'S BEEN HANDED. 

offically 50 % of russians oppose the war (so naturally it's like 90% cuz the kbg spying on people)","warUKRU"
"@resist43v3r @su57_Facts @mariasopot1 @RALee85 Correct! Putin started all this. Crimea, Donbas, Donest Ukraine? War is a reality. Putin must be controlled","warUKRU"
"@hailetsion21 @MSNBC this is not about a war in Ukraine and its not a war yet.","warUKRU"
"Separatists say they don't see imminent all-out war in east Ukraine

https://t.co/gIsAmbtrI8","warUKRU"
"@DSakaliene @MFA_Ukraine @Lithuanian_MoD @MOFA_Taiwan 婊子！bitch
The Russian-Ukrainian War, why not look back at the Cuban crisis!
you just bark like a dog，pull the hatred。
You're an idiot after all","warUKRU"
"@jaldenreiser Look up 2014 - 2015 Ukraine war , these thugs along with Soros took down the Ukraine government back then using snipers ....","warUKRU"
"With much of Ukraine’s military might concentrated in the east — where a war with Russian-backed separatists has raged for 8 years — analysts and Ukraine’s generals say it will be difficult to muster the forces necessary to defend its northern border. https://t.co/8PKJPCAKuZ","warUKRU"
"@circlecrules @mtracey Last time: Americans will not be fighting Russians in Ukraine, period. Advising from a distance, maybe. Anything more invites war between US and Russia which nobody - not even Russia - wants.","warUKRU"
"If 3rd world War begin,

Will Pakistan attack Bangladesh as it was a part of Pakistan earlier!

As Ukraine to Russia .","warUKRU"
"@TimmayMN @MaxOnTheMOON2 @KellySh21744787 @LawyersAnd Putin's already invaded the Donbass region, and Ukraine has been at war there with separatists backed by Russian special forces (without insignia) for 8 years.

Why are you carrying water for them?","warUKRU"
"@Angry_Staffer Also, who's ""excited about the prospect of invasion &amp; war in Ukraine,"" @nosajmunson??

Sure as hell not the military. Not the current administration.

Back that shit up.","warUKRU"
"""An invasion of Ukraine would be the most consequential event since the World War 2."" https://t.co/ymhqReQGys","warUKRU"
"Top U.S. Senate Republican says Biden 'moving in the right direction' on Ukraine https://t.co/ZeS0f9nLp8 Moron Mitch says a lot of stupid shit! He's another war monger!","warUKRU"
"@AddleyMa @Lynnette3699 @gabehudson I think the US would be even more committed &amp; confident to send troops if Ukraine is a NATO member. Also, I don’t think the US wants to directly wage a war against Russia. That’s part of the reason why they’re least likely to deploy troops to defend Ukraine when the war starts.","warUKRU"
"“Almost all contract soldiers are going to the border”: comments on social media shed light on Russian troop transfer""@CITeam_en investigation. 
 https://t.co/FNfB0HhZVD

#russia #ukraine #belarus #donbass #conflict #europe #war","warUKRU"
"The guns of January – As war looms larger, what are Russia’s military options in Ukraine? https://t.co/yxuR5mz4Lt","warUKRU"
"From BBC:

Ukraine tensions: Can diplomacy prevent war?

Five possible outcomes

https://t.co/oOMOUbxHZV
#Ukraine #UkraineCrisis #NATO #US #Russia","warUKRU"
"@jonostrower Not sure I would consider annexation of Ukraine as a full scale war.  I don't expect protracted resistance.  Also, ""full scale"" implies near peer conflict.","warUKRU"
"@DrEricDing @DAlperovitch ukraine has advanced anti-aircraft weapons.  the west got them to give up all their nukes in return for promised safety after the breakup of the soviet union, we owe them, but russia might not be able to afford an ugly war.  seems more likely they'll take a smaller piece.","warUKRU"
"""this is our Cuban missile crisis"" 

These Tory nutters are war mad. Cuba is 90miles from the USA. Ukraine is approx. 2000 miles from the UK https://t.co/8zVxXD6mKq","warUKRU"
"Russia is a sending an unspecified number of troops from the country’s far east to Belarus for major war games, officials said Tuesday, a deployment that will further beef up Russian military assets near Ukraine amid Western fears of a planned invasion.

 https://t.co/w8zQROUkI5","warUKRU"
"@F4IRYW6N some war with ukraine and russia","warUKRU"
"@aidamars COVID, the war in Ukraine, Putin going to prison for life... were they all actually a dream?","warUKRU"
"@MataGabry @EmbassyofRussia @mfa_russia @PMSimferopol @RusembUkraine @SABCNews @RusMission_EU @dwilliam9940 @georgegalloway @calebmaupin @RusEmbUSA @RussianEmbassyC Can I ask you a few questions? What do you know about the referendums held in 2014 in Crimea and Donbas? How does the Ukr. government manage to say that Ukraine is at war with Russia, but at the same time be afraid of a Russian invasion?How can you fight and trade with the enemy?","warUKRU"
"Presidents Macron and Putin discuss ""how to avoid war” in Ukraine - BBC News https://t.co/G8PjHclBzf https://t.co/MxsHZYgJHv","warUKRU"
"@TIMUS_NFT It’s really help me in Ukraine war 🙌🏾💛","warUKRU"
"""The last thing we need is a war by proxy or, God forbid, directly with the Russians over Ukraine,"" warns @KatrinaNation. https://t.co/2AHrDCIY7z","warUKRU"
"@UkrWarReport Tank Battalion...40+ tanks","warUKRU"
"Does #Putin - an incorrigible #Sociopath - WANT a war of aggression (now on #Ukraine)? Certainly!
Is #Russia's #Sociopathocracy or its #military, going to stop him? No! They never did.
The #Criminal seeks openings, with demands to foil #diplomacy.
Will the West stop him? It will! https://t.co/6gkMbwr8aI","warUKRU"
"@tmlentzdesign Oh there's plenty Pitiful-Putin can leverage his war machine...But regardless.....NATO must stand or fall on its mission Statement. Instead of selling us all these reasons why they will sacrifice Ukraine. Pitiful-Putin counts on us. And that's why we mustn't! Stand up to bullies!","warUKRU"
"@NadiaWhittomeMP @EdsBenedict Russia has been on the Ukraine border for 8 years. Nobody is buying this war bullshit being pedalled by politicians and journalists. A lot of very wealthy people are making a lot of money out of this!","warUKRU"
"Is there going to be a war? And why has Russia sent soldiers to Ukraine? 

@JemimaKWalker has more on the build up of troops, military alliances and growing international tension.

#Ukraine #Russia #Army #Putin #Kyiv https://t.co/3PvB1AnhkJ","warUKRU"
"lots of Twitter ""Marxists"" out there, supporting an imperialist country (Russia) that's been waging war against it's former colony (Ukraine) for the last 8 years

did you guys ever read any Marx?

or Lenin?

Or did you get your ""Marxism"" from some stupid podcast?","warUKRU"
"@DavidMizner The anti-China focus is bad, but right now, the priority is defusing Ukraine tensions. Hawley messaging on China gives him important cover from attacks saying he's ""weak"" on national security. Overall, it's likely a positive contribution that could undermine GOP push for war.","warUKRU"
"@POTUS What POTUS really means.....let us create uncertainty so that our toilet paper funding cost ( bond yields ) is reduced. Also it might give a strategic business to sell weapons and war business to Ukraine. I am sure POTUS is pissed at Russia china gas deal done in Euros...","warUKRU"
"Russia will step in to defend Russians against this aggression and then everyone will go screaming about Russia invading Ukraine and the US will have its excuse to go to war. If you are not a principled anti-imperialist and against US aggression, kindly fuck right off.","warUKRU"
"Some dummy on the news was saying he would leave Ukraine if a war started, but he didn't want to leave now bc he had a #Ukrainian girlfriend. 

And that's how and why Americans get stuck. You don't get to just exit during a war.","warUKRU"
"I had some high school friends that went kinda Nazi/GOP/Idaho that were obsessed with a European tank war in Ukraine decades ago. I think this a moment many have been fantasizing about for a long time.","warUKRU"
"Analysis: Russia-Ukraine war A missile and artillery battle like no other?

https://t.co/KddAfLE9v2","warUKRU"
"@FollowingFX @pdf_27 @Retro_Sicotte @geoallison @FollowerFx If the the rest of Europe doesn't help Ukraine with the ability to defend itself from a Russian invasion then they risk a full scale war.

'The UK Foreign Office has been told to be ready to move into ""Crisis Mode"" at very short notice according to officials to BBG'","warUKRU"
"@shanvav I'm not going to war over Ukraine","warUKRU"
"Russian orthodox priests and bishops are quiet as Russian president threatens war with Ukraine?","warUKRU"
"https://t.co/t0IwpOy7w7
      
Canadian foreign minister’s Ukraine visit underscores Ottawa’s backing for US-led war drive against Russia","warUKRU"
"@HouseGOP President BIDEN must no involved help to Ukraine and back off. If America troops help Ukraine ! Russia would punish begin war 3 with America for nuke bomb go to blood new war 3 more than war 1, 2 because nuke bomb strong and if mess up war 3 plus Ormocrin virus air spread worse","warUKRU"
"Lawmakers emerge from Russia-Ukraine briefings bracing for invasion - without Evidence!
- the Uniparty War Machine in action... https://t.co/4LjBZ0Tc2w","warUKRU"
"@2bob2praxis @Nitzky89 @skepticalspice “I’m not defending Russia”

To be neutral in situations of injustice is to side with the oppressor. I couldn’t care less of America was to arm and advise Ukraine, if it prevents war crimes form occurring, good.

I’m not reflexively anti-America, I am reflexively anti-imperialism","warUKRU"
"@jkunderwearhunt '-ian wants to publish book on ukraine war
-Its from a dude in azov' 

For someone not educated on this subject, why is this something people are mad over?","warUKRU"
"@_seashelleyes_ @rugbyintel @radionz if you live in ukraine and the russians invade tomorrow, would you take 2 years to leave, or would you jump in  your car with what you could and get out stat. covid is a bit like war.","warUKRU"
"If Ukraine would just put this war on the block chain I don’t think Russian bitcoins could compete tbh","warUKRU"
"@PaulBrandITV @samuelluckhurst Europe is on the brink of war and this utter tripe is apparently the UK’s number one priority - heaping garbage on your leader. Putin is laughing at you. Well done. 
#ukraine","warUKRU"
"6)Putin can still back down from war with Ukraine without looking weak — but will he? (https://t.co/3wl8PAmttH)","warUKRU"
"@CharonLucas1 @internal_issues @chrislhayes No, nothings happened yet.  No invasion, no war, no attacks from Russia on Ukraine on Monday-Friday, so they should’ve been getting them out this week","warUKRU"
"Yevhenii Sakun, a journalist, was killed when Russians shelled a television tower yesterday in #Kyiv. He was the first media worker killed in #Ukraine war. RIP https://t.co/4DTe8eqeXF","warUKRU"
"Ukranian territories are seceeding from Ukraine....b/c they're ethnically Russian territories. It's an internal conflict created by the West. Now western ""intelligence"" is losing its Cold-War-addled mind &amp; the drums beat. US invasion now is the opposite of self-determination.","warUKRU"
"Democrats, will wait until the midterms before they have Putin invade Ukraine. Nothing like a war, and fear Porn, to get them the votes they need.","warUKRU"
"@KatieFromTexas Hmmm then we need to stop eating poutine 

Restaurant removes word ‘poutine’ from menu to protest Putin’s war in Ukraine - TuronZamin https://t.co/kSmCV7gl3v","warUKRU"
"@UPP_Polls @stevebait What if Ukraine is the aggressor and wants to pull the rest into a war w. Russia using false flag attacks? Well, using Nazis to achieve your int. political goals is something you must be used to in the USA.","warUKRU"
"@Acyn You are so focused on your hate fro @TuckerCarlson that you can't even consider the question he posed...

I remember when the left was anti war, now it seems they are all in with war against nuclear power Russia. And of all things, to protect Ukraine's border...scary and funny!","warUKRU"
"#Ukraine war: What do you think? I think Ukraine is being heroic and exemplary, but to #StopRussia it needs all the support US an allies can give. #StopWarInUkraine  https://t.co/RlvsecxUw2","warUKRU"
"@LycaonVictus This wouldn't require any declarations of war, or even active combat. All the US needs to do is receive approval from Ukraine to distribute comprehensive military aid.","warUKRU"
"@Heminator NATOs impotent military response to Russia invading Ukraine is morally reprehensible.  Ukraine lives are less valuable then NATO country lives?  Of course not.  A united NATO military air response would end this war.  What will NATO do if Putin continues to move westward?","warUKRU"
"Putin will not rest till he starts a full blown war with Ukraine.

I honestly don’t know what is problem is.","warUKRU"
"Gas prices are going up because idiot @JoeBiden is pumping all our supply of gasoline to Ukraine just to piss off Russia in hopes of starting a war. This is solely designed to enrich private defense contractors, who already got $416B total as a result of the ""defense budget."" 😩","warUKRU"
"How dare Ukraine threaten to defend itself! 

Aside from the proxy war in 🇸🇾 , nerve agent &amp; radiological attacks in 🇬🇧, invasion of 🇬🇪, election meddling, invasion of Crimea and the 100,000 troops on 🇺🇦’s border, they’ve done nothing to provoke the west!

https://t.co/xaOW5ewPzX","warUKRU"
"@jsr2701 @PadawanPundit @JohnSusedik @marilyngroov @Cernovich Are you happy with your vote? Say what you will ab Trump, but he was absolutely against war. Brandon on the other hand is about to get us into war over Ukraine’s border. Thanks a lot.","warUKRU"
"@GOPChairwoman Trump was helping Putin by trying to get Ukraine to provoke a war.","warUKRU"
"Ukraine reporting today’s casualties from Russia’s brutal war. https://t.co/a1HdVfT4l6","warUKRU"
"[2018] Breaking News | 'Ukraine war on free speech coordinated with US' https://t.co/fk6Nvehh7o via @YouTube","warUKRU"
"@BDSixsmith Just like border crisis saved us from covid insanity back in November a war in Ukraine would deal it a decisive blow. Come on Vlad, do it!","warUKRU"
"BREAKING News today: 

- Ukraine v Russia
- Nuclear War isn’t “that bad”
- Taiwan v China 
- CDC won’t release data 
- #Bitcoin biggest gains in history 

and…

CHINGY!?!?! 

We are really living in the matrix 😂 https://t.co/6vGfBkcO4s","warUKRU"
"@StaceyB97107165 @simoncoveney @maddow You are dumb. The Europeans dont want a war in Ukraine. If you want it, you pay for it.","warUKRU"
"@golrizghahraman Since all war is bad, do you know if  there are going to be anti war protests outside the Russian embassy regarding the Ukraine?","warUKRU"
"Lots of Hustle going around world Martial Law may declare in Canada, Rusdia-Ukraine war, China-Taiwan tense situation, Uprising of BLA, Communal Disturbance in India, Falling USA.","warUKRU"
"The route of American RQ 4 global Hawk drone During last 6 hours. Is it start of world 3rd war which will destroy the world. 
#Ukraine #RussiaUkraineCrisis #American #Ukarine #RussiaInvadedUkraine https://t.co/6Oz11xxiWQ","warUKRU"
"An Unwinnable War in Ukraine has No Upside for Putin, But Threats have the West Lining up to Listen - https://t.co/PDQH0WAT2U https://t.co/r2GjsCN3EZ","warUKRU"
"Andy Vermaut shares:Photos: On Ukraine’s front lines, women endure the war alone: In eastern Ukraine, 1.6 million of the 2.9 million people in need are women, the UN says. https://t.co/9RXpGCGcZB #andyvermaut https://t.co/l5S2rRT64o","warUKRU"
"@NButkis51 @UkrWarReport @KatrinaWTE a squadron of a-10s would be instantly annihilated by russian SAMs and air cover","warUKRU"
"@SteveRanThatWay @RebeccaZyg @nisslbodies @ChristieNold I’m definitely not anti-war. Sometimes, war is the only possible response to violence, unless you’re willing to let your loved ones get slaughtered without defense. One needn’t be anti-war in order to care about those who have been getting slaughtered by Ukraine and Russia.","warUKRU"
"@jfk_kaufman @anneapplebaum Russia has been at war with Ukraine for 8 years.

I agree about avoiding a bigger war. I have dozens of family members living in Ukraine. 

If you think backing down is best and RUS will retreat, tell that to the mothers who have lost sons to Putin's expedition in Donbas.","warUKRU"
"WAR IN UKRAINE? Biden COMPROMISED By Ukraine/Russia Corruption! https://t.co/cTor18V2Lb via @YouTube Joe Biden NEEDS TO BE IMPEACHED B4 WE END UP IN WW3 BECAUSE PUTIN ISN'T PLAYING!!!!!","warUKRU"
"Hugely Unpopular 
Issue for US Soldier
Involvement in Any 
Ukraine-Russia War 
Even More Unpopular 
Than Biden &amp; Harris 
First Year Performance 
Fewer than 1 in 6 Americans want U.S. soldiers in any Ukraine-Russia war: poll https://t.co/C43CfB3jqI","warUKRU"
"""Where's our war?!"" Russian Nazist propaganda chief @M_Simonyan outraged by the delay of #Russia|n bombings of Ukraine. Artwork by @PetrenkoAndryi 
@RT_com #RissiaInvadedUkraine #putinkiller https://t.co/YJhletZEqF","warUKRU"
"@nomajor_7 @Acyn Putin is invading Ukraine on two primary bases:
- Ongoing violence from pro-Russian, Russian-sponsored rebels, which Russian media portrays in a Tucker Carlson fashion: What have they ever done to Russians? So Ukraine must be the bad guy. Thus it's not a war, it's peace keeping.","warUKRU"
"Daily Mail reports that that Russia is placing nuclear armed missiles in the Belarus and thirty thousand troops -  As the article notes that a conventional war could lead to millions of Ukraine Refugees, this would bring in NATO AND the EU.  - Latest
#WW3
https://t.co/EjzIUnEm2N","warUKRU"
"WH: Things are escalating.
Ukraine, Russia: No, not really, things are ok.
WH: No, no, you all are definitely about to go to war.
Ukraine, Russia: No we really aren't.
WH: War is imminent!","warUKRU"
"US, Russia hold last-ditch talks on Ukraine war fears • FRANCE 24 English https://t.co/77VdI5h0zz","warUKRU"
"@timothydsnyder on How to think about war in Ukraine: Start with the Ukrainians https://t.co/4TnkDIE28h (5/9)","warUKRU"
"Hey @BBCNews, maybe you could headline with the West being on the brink of war with a nuclear superpower instead of some folks at No.10 who work together every day cutting a birthday cake? We get that you’re annoyed about the licence fee. #Ukraine #PartyGate #RussiaUkraine","warUKRU"
"@probablynotmat2 We are not going to start a war with a nuclear armed country over Ukraine. We shouldn’t!","warUKRU"
"@meetzow @30andAlone What the fuck is this nonsense about sending American kids to die? 

The way the war is avoided is Russia stops fucking with Ukraine","warUKRU"
"Fear of Russia-Ukraine war sends oil price soaring, ASX to fall https://t.co/cvZTIH6drK","warUKRU"
"@tratekim @MSchoderboeck @EmperorSolaria @DreamLeaf5 A war in Ukraine will make Guantanamo look like a kiddy timeout corner. 

I at this point realize that you just had American imperialism, but don’t care about other imperialism in the world.

That’s Grade A hypocrisy right there.","warUKRU"
"Ukraine raises moral question of war as a spectator event

https://t.co/JrTfTpNHE4","warUKRU"
"@asimbawe @McDonalds_Toy War didnt even started and America is already FLEEING Ukraine HAHAHAH","warUKRU"
"Tonight we passed this motion condemning Russia’s war in Ukraine, calling for effective sanctions, protection of refugees and end to discrimination against them. #WeStandWithUkraine https://t.co/ju0WUZdUcG","warUKRU"
"@MelaniePodolyak I can agree on this one. NATO promised not to expand into Ukraine. That promise was broken. Usa doesn't have to be allies with Putin but they don't have 2 be enemies either. I'm very aware that this is NATO greed at its best. It's how the economies come back to normal with war.","warUKRU"
"So there’s a whole ass war in Ukraine and yet they find the time to be racist? 
Ayt.","warUKRU"
"UKRAINE. Yes, I still am about love, peace, non-violence, think war is foul, think what Russia is doing to Ukraine is foul, inhumane. But oppressed can also be oppressors. The way Africans trying to flee Ukraine are being treated is foul. Racial hierarchy, racism, even in war. https://t.co/w2rhR9HeVx","warUKRU"
"Kids are very news aware. The kids I work with are very aware of the Russia/Ukraine situation.
As a young person I remember what it’s like living with fear of a nuclear war.
Let’s not do this to kids who’ve already had to live through 2 yrs of a pandemic.
Adults need to grow up.","warUKRU"
"How would a Russia-Ukraine war end?  Beyond military alliances:  The original United Nations Charter scheme of collective security. – The Trenchant Observer - https://t.co/itry4T0Bvy","warUKRU"
"Heartbreaking to see Ukraine wracked by war once again - via @winnipegnews https://t.co/LrVQbku35e","warUKRU"
".@powerstim : Big issues at play as the parliamentary games begin #cdnpoli 

As we all work to slog through winter, our federal legislative Chamber will be focused on the pandemic, inflation, and, in these early days, potential war in Ukraine.

https://t.co/Grugw0MtYO (subs) https://t.co/WdVczZmlMs","warUKRU"
"@GENIC0N normies egging on uke teenagers to throw bottles at tanks for likes on social media.

Whole countries being cancelled via big finance and ""nation states""

Ukraine being led into a potentially devastating war by Jerry Seinfeld 

Honk honk honk","warUKRU"
"@IainDale INTEGRITY.    74%

COVID.              23%

RUSSIA to invade UKRAINE &amp; start a 3rd World War.         3%","warUKRU"
"Are we witnessing the run-up to war in Ukraine, or something else?  https://t.co/iMOi3dFxgf via @slate","warUKRU"
"Lyin' Biden did not have the guts to break it to the American People that his Chaos Policies will result in a nightmare to American Families. He sends Harris out.
Kamala Harris says U.S. energy costs may rise if war breaks out in Ukraine - https://t.co/xXtGbFdKbW - @washtimes","warUKRU"
"Why hasn’t Biden Tell Ukraine He’s praying for peaceful Resolve of this Terrible War. Oh yeah Biden isn’t religious pretends to be a Catholic in name only. But not said anything of support  nothing of we stand beside you- Nada! Still believe Biden is a great guy?😡🤬🕯✡️🇮🇱🇺🇸 https://t.co/l7alnZpnQP","warUKRU"
"Ukraine: Archbishop Gallagher warns everyone suffers in war - Vatican News https://t.co/mfOOqnTDk6","warUKRU"
"@Ramseydcfc84 wy?? War is a war be brave mate. Im from przemysl next to Ukraine we are with u...","warUKRU"
"@RNCResearch This is the whole point of the current Ukraine craze. Biden saber rattling to pretend he ""stood up"" to Putin and stopped a war that was never going to happen anyway...","warUKRU"
"@Mi7Media @Mintola69 @MFA_Ukraine Most likely will attack. I’m pretty sure this would be a semi-popular war for the US. Only fear is total nuclear destruction.","warUKRU"
