"tweet_text","topic"
"RT We had a president once who told us the WHO was in bed with China Congress begins his second impeachment today Draw…","Imp"
"It’s really interesting that if you look at the pro slavery de…","Imp"
"RT Systems get more brazen as they get more corrupt The System is now so rotted and beyond saving it will tell you somethi…","Imp"
"RT Why are Republicans so terrified of having witnesses at the trial I mean we're ALL witnesses","Imp"
"RT The second Senate impeachment trial for Donald Trump begins today in response to his role in January 6th’s deadly raid at the…","Imp"
"It's a bit like how Republicans and establishment Democrats both converge on godawful things like sanctioning bomb…","Imp"
"RT ""It's a partisan farce because they're not doing anything to Chuck Schumer Ilhan Omar and Maxine Waters It's just not f…","Imp"
"RT The next COVID relief bill must put children and families first This proposal will lift millions of children across…","Imp"
"'He has no good defense of his incitement' House managers file scathing memo against Trump","Imp"
"It shouldn't matter If a President does something his last day in office he's not allowed to be impeac…","Imp"
"RT The Democrat Party is the party of impeachment removal and division","Imp"
"RT Republican Rep Adam Kinzinger My fellow Republicans convicting Trump is necessary to save America","Imp"
"RT Also that Tanden spread one of the most toxic conspiracy theories undermining Faith in Our Sacred Democracy that Hillar…","Imp"
"RT As usual zeroes in on a core issue here Senators who vote to acquit Senators who obstruct the trial are…","Imp"
"RT Who remembers when Bush dismissed 7 attorneys and how big of a news story that was Biden does it and legacy media is quiet ht…","Imp"
"RT Rep Adam Kinzinger Urges Fellow Republicans To Convict Trump Says Future Of Party Depends On It DemVoice1 DemCast ONEV…","Imp"
"RT Views on political actors in India is a function of American partisanship BJP and Modi supporters are more likely to be R…","Imp"
"RT Trump’s guilty Do you agree with me","Imp"
"RT If Republicans were smart (they're not they'd use tomorrow's impeachment trial which will get walltowall coverage…","Imp"
"RT She sure as hell did Video doesn’t lie But apparently you do","Imp"
"RT BREAKING Georgia Secretary of State opens investigation into Donald Trump’s efforts to overturn election","Imp"
"RT The line in the House managers reply to Trump Atty brief “Instead he tries to shift the blame onto his supporters and…","Imp"
"The Democrats pretend Hastings was never impeached and have had no problem counting him among their number ever sin…","Imp"
"John Sullivan is a known antifa activist and I don’t remember his name b…","Imp"
"RT Y’all are awfully happy that a Trump supporter won his 7th ringduring Black History Month","Imp"
"you know better you're a JAG lawyer So you must only be relying that the GOP base is truly *tha…","Imp"
"RT People voted for Obama because of his skin color People voted for Trump because he made and kept Promises amp put us first…","Imp"
"RT Just to get things straight When Trump told his supporters to fight they attacked the Capitol When Trump said his own VP…","Imp"
"RT Every time a Trumper tries to sell you that Trump didn’t start any wars respond as such He tried to start a CIVIL WAR H…","Imp"
"RT What’re your impeachment trial snacks gonna be","Imp"
"RT The only thing Trump ever incited was love of country","Imp"
"RT It's worth recalling that Trump himself believes a former president can be impeached","Imp"
"RT Today’s headlines 1 “Senate Republicans Upset amp Bothered By A Female Nominee’s Tweets” 2 “Senate Republicans Not Up…","Imp"
"RT Trump's impeachment lawyers say he only ""used the word 'fight' a little more than a handful of times and each time in t…","Imp"
"RT There is no longer a reason for Shelby Portman Toomey and Burr not to do the right thing and convict Trump of committing…","Imp"
"RT Your reminder that 3 out of 4 Republican voters don't think Biden won legitimately and about 45% support the storming of the…","Imp"
"RT Most Senate GOP will gaslight They don’t wanna focus on merits of impeachment They know on substance it’s a solid case…","Imp"
"RT NOW Brian Williams and anchor live coverage of today's historic impeachment trial is on deck to…","Imp"
"RT Find out where all 100 senators stand as former President Donald Trump's impeachment trial gets under way","Imp"
"RT 'QAnon Shaman' apologizes for Capitol riot and slams Trump while he's at it 'He's not honorable'","Imp"
"RT REVEALED Here Are The Five Republican Senators Who Will Vote To Convict Trump","Imp"
"RT Opinion Time Magazine Details the ‘Shadow Campaign’ Against Trump","Imp"
"SEN LINDSEY GRAHAMTrump was in office during the impeachment","Imp"
"RT ""The First Amendment provides no such immunity for a President who has committed 'high crimes and misdemeanors'""","Imp"
"RT They literally claimed to be Trump supporters They wore MAGA hats You are the dumbest person on this planet…","Imp"
"RT Biden's early days ushered in something unusual for Democrats Unity NEW with","Imp"
"HCQ could've saved thousands President Trump was right But you amp the Democrats love control too much","Imp"
"RT “I love the smell of Impeachment in the morning” Kid Vicious🔪","Imp"
"Why is the media not reporting on the pre planning and funding of Jan 6 It's like they're trying…","Imp"
"Follow along with Trump’s second impeachment trial","Imp"
"The Trump sham unconstitutional impeachment trial reinforces the fact that our “elite” US Senators have one set o…","Imp"
"RT The United States Capitol was invaded and desecrated The Senate impeachment trial of Donald Trump is about truth and acco…","Imp"
"Don't vote for Trump because He is a racist and his wife cut the roses and a cheeto","Imp"
"RT Neera Tanden never tweeted ""LIBERATE MICHIGAN"" or any of the dangerous lies that caused January 6th riots that these same r…","Imp"
"RT Colorado Democrats want to censure Hickenlooper for vote to deny COVID checks to illegal immigrants | Just The News ht…","Imp"
"Let's then an hour to order you families' FAVORITE PIZZA before what is guaranteed to be more BIZZARO US impeachment proceedings","Imp"
"RT You had a chance to focus on restraining this chaotic and pathetic man For 4 long years he threatened the World with…","Imp"
"Well said and exactly right because they are not republicans The members are either corrupt…","Imp"
"RT If Trumpers thought Trump was right they should be encouraging him to testify MAGA","Imp"
"RT The fact that the government banned drugs that help people with COVID recover just because Trump praised these drugs amp t…","Imp"
"Call him an Uber","Imp"
"RT Impeachment Managers ""The First Amendment protects our democratic system—but it does not protect a President who incites…","Imp"
"RT One year ago tomorrow Trump suggested impeaching a former president","Imp"
"RT You know what would help this country “heal and move on” The impeachment conviction and criminal prosecution of Donald J T…","Imp"
"RT So you voted for Biden to make the Trump insanity stop to make it go back to normal This will never end They are in love wi…","Imp"
"If trump lied about being pro marihuana and there is actual proof then il switch sides","Imp"
"RT If you think Trump is guilty and you live in the USA retweet this If you think Trump is guilty and you live outside…","Imp"
"RT Georgia State Election Board has formally launched an investigation into Trump's illegal phone calls to state election of…","Imp"
"RT ""It's simply beyond the constitutional authority of the Senate to have an impeachment proceeding to convict and remove fr…","Imp"
"RT breaking rule number one of the posters' creed—makes me sick","Imp"
"Guess who will not be able to livetweet or counterprogram his own impeachment trial because he’s just a Florida m…","Imp"
"RT As more of Trump’s crimes are aired in public view it’ll become clear to all the and the world that they defended and…","Imp"
"Also ik that Trump is a crazy man and that their was not wide enough election fraud to overturn the election","Imp"
"RT Evading these taxes like Trump","Imp"
"RT As a former career Assistant US Attorney this decision by President Biden makes me proud (I’ll explain why in today’…","Imp"
"RT Donald Trump incited an insurrection against the United States of America He must be convicted by the Senate","Imp"
"RT The Senate only has jurisdiction to impeach a sitting president So they either need to certify Trump as the current presi…","Imp"
"🔴 President Trump Impeachment Trial LIVE Day 1 via","Imp"
"RT After McCarthy said Trump bore some responsibility for the riot he traveled to his private club where he sought acces…","Imp"
"RT Just heard on CNN that Trump is anxious to get on with his postpresidential life which will include paid speeches Don’…","Imp"
"RT Lou Dobbs you said “God sent us Donald Trump”You just forgot the rest of the sentence… God sent us Donald Trump so we wo…","Imp"
"Republicans don’t believe in law unless they can profit from it","Imp"
"RT It is fitting that after four years of the press intentionally misinterpreting Trump they used the same trick to impea…","Imp"
"RT The Democrat Party is the party of impeachment removal and division","Imp"
"RT This is the second Trump impeachment trial where there’s no crime no witness and no evidence","Imp"
"RT Dem impeachment managers claim “insurrectionists killed a Capitol Police officer by striking him in the head with a fire…","Imp"
"RT The fact the Capitol attack was planned doesn’t clear trump if he helped plan it","Imp"
