"tweet_text","topic"
"“We’re still business as usual,”
Really?

Where is the leadership from @GovAbbott ?

Shame on @SouthPadreTexas  for valuing touri$m over public health.

Unacceptable to expose a South #Texas  community w/poor access to healthcare.
#Covid19  #SouthPadreIsland https://www. bloomberg.com/news/articles/ 2020-03-16/students-on-spring-break-swarm-failing-to-heed-virus-warnings   …","covid"
"If you wouldve told me on New Years that w/in 3 months of 2020:

-my mom would die
-we'd experience  COVID19  like this
-I'd be finishing the hardest semester of my college career online
-We'd be packing our dorms& moving home 2 months early 

I wouldve thought the world was ending  https:// twitter.com/PaulMusso13/st atus/1241019106771558401   …","covid"
"One of my first times working at the Emergency Operations Center was during the Ride the Ducks collision. We had to find 4 interpreters to explain to people both in Seattle & overseas that their loved one had died. It was the most intense experience of my life...until #COVID19 !  https:// twitter.com/sarahannelloyd /status/1239029312679895045   …","covid"
"On my birthday always wondered what 60 would be like and if I would make it. Never considered avoiding deadly  pandemic  and civil disobedience to be part of the challenge.","covid"
"Well with #Trudeau  more worried about trying to prosecute @ezralevant  because Ezra told the truth about the corrupted SOB in his NUMBER 1 BEST SELLING BOOK #Libranos  the #CoronaVirus  is much less urgent right? Ppl are dying but Trudeau INVESTED on breaching Charter Rights instead  https:// twitter.com/sunlorrie/stat us/1235685358244974594   …","covid"
"FDA approves  COVID - 19  innovations; Ohio State Medical Center to share nationwide  https:// news.osu.edu/fda-approves-c ovid-19-innovations-ohio-state-medical-center-to-share-nationwide/#.XpWO1rIjHE0.twitter   …","covid"
"Hard news, but @CAGP_ACPDP  conference #CAGP20  is cancelled to respect #COVID19  needs to do our part for responsible #SocialDistancing   https://www. cagpconference.org /   pic.twitter.com/2cO5oDgLNo","covid"
"Coronavirus  whistleblower Li Wenliang has died, Wuhan Central Hospital confirms   https:// twitter.com/i/events/12254 60602149072897   …","covid"
"WE LINKING UP ALL  COVID - 19","covid"
"The #Flashback  is definitely needed on this #saturdaynight  in #Baltimore  on @Magic959Bmore  with @KWGriff  @ohthatguy_theo  @MISSCOOKIE1223  #coronavirus  #CoronavirusPandemic  #COVIDー19  #MusicIsLife  #SaturdayVibes  #SaturdayMotivation","covid"
"Retweet this far and wide my #cancelculture  #Niggers  in the age of  coronavirus . HS students racist video  https:// twitter.com/lynx_dr/status /1251055930432786433   …","covid"
"Saddened to hear that @bostonpolice  lost an active member officer to the invisible enemy, the  Covid - 19  virus. @BPDPCGross  please know @CantonMAPolice  mourns with you and your department. #COVID19","covid"
"To be completely transparent, prior to these tweets I had no idea Dr. Phil had made any sort of claims about the  coronavirus , and I was just wondering why the worlds sexiest bald man was suddenly under fire. I get it now.","covid"
"First case of  CoronaVirus  was reported in my county, here we go. :/","covid"
"It’s noticeably quieter on #WallStreet  today, likely due to #coronavirus  except for #media  #rubbernecker  watching #marketcrash  @NYSE  Times like a these we need calm, trusted national  #leadership  #FightFearwithFacts pic.twitter.com/tkgbxXJwu0  – at  New York Stock Exchange","covid"
"He can’t do his Look at me tours around the country so he goes on tv. Even in a  pandemic  a snake oil salesman still has a job to do.  pic.twitter.com/DpX1dSo6ay","covid"
"And gives the  pandemic  to Mike Pence!!","covid"
"The #Covid _ 19  response coming out of   tho    https:// twitter.com/Acyn/status/12 34950243512242176   …","covid"
"COVID19  is a man made virus   possible being produced for biological warfare   just think when this country infected thousands of indigenous Indians w small pox by giving them tainted blankets ","covid"
"It’s irresponsible, the disregard for other people’s health... I can’t believe all the people going on as if there’s no  pandemic  happening ...","covid"
"@ PoojaOnTV  @ABC13Miya  @MayraABC13  @MelanieLawson13  @SylvesterTurner  @HoustonTX  @ArthritisFdn  could you guys help get the word out to folks to keep their phones nearby? A lot of us are calling our patients and want to keep close communication as #COVID19  evolves. Thanks!","covid"
"Potentially game changing work from @CancerConnector . Possible short term solution to this PPE shortage “...with the current idle capacity in the US, we could sterilize ALL the #N95masks  we use in a day....Any hospital w access to academic labs could do this” #covid19  #GetMePPE https:// twitter.com/CancerConnecto r/status/1241983798360920065   …","covid"
"So, in planning mode just in case we are at home for a bit if  COVID - 19  proves severe, I bought extra toilet paper, some extra packaged foods, and some other supplies. Not hoarding but just some basic stocking up.  https:// virologydownunder.com/so-you-think-y ouve-about-to-be-in-a-pandemic/   …","covid"
"I am eating EEEEEEEEVErything!! How you gonna gain weight during a  pandemic  ?","covid"
"Twitter boring tonight... y'all better than this...  coronavirus  fucking EVERYTHING up... ","covid"
"Hey @RaysBaseball  if/when the baseball season is canceled due to the  Coronavirus , how do I go about getting refunds for the tickets I bought already?","covid"
"Governor   Stay at home are wrong words ..,, We must go into  Lockdown .   What is happening in NYC will spread to Connecticut.   We need military to reinforce this China used Drones.  More people  lockdown  no virus. Virus is not problem. People do not follow the laws.  Thank you","covid"
"The largest  coronavirus  outbreak outside of China is on a cruise ship

 https:// cnn.it/2SsxXKU  ","covid"
"No shit sherlock

Wuhan  Coronavirus  Looks Increasingly Like a  Pandemic , Experts Say

 https:// flip.it/Jvi8hz  ","covid"
"Need a  Coronavirus  Test? Being Rich and Famous May Help  https:// nyti.ms/395aR3c  ","covid"
"I’ve been sick for the past week and the amount of  coronavirus  jokes I’ve heard. Like no I’m sorry I turned 28 and tried to drink like I was 22.","covid"
"Oh my gosh. Confirmed in Stilwell. #coronavirus  #COVID19   pic.twitter.com/frnseLaJ5t","covid"
"COVID - 19  and the Toilet Paper Apocalypse  https:// youtu.be/a3OkUqiDLCc    via @YouTube","covid"
"Are you still eating out during this  pandemic ?","covid"
"""One Of The Worst Coverups In Human History"": MSM Attention Turns To Chinese Biolab Near  COVID - 19  Ground Zero | Zero Hedge  https://www. zerohedge.com/health/one-wor st-coverups-human-history-msm-turns-gaze-chinese-biolab-near-covid-19-ground-zero   …","covid"
"The more insane and outrageous the Left’s criticisms are, the more you know how frightened and frustrated they are. They’re reactions validate President Trump’s leadership, competence & effectiveness in his handling of the  COVID - 19   pandemic .","covid"
"Good Morning #LasVegas  Valley & Beyond.  I found #handsanitizer @arroyo crossing @Walmart . 1st time I have seen hand sanitizer since #coronavirus  #pandemic  in stock here in #Vegas .  @8NewsNow  #8NN pic.twitter.com/d6Wzw7Wu44  – at  Walmart Supercenter","covid"
"# vanderbilt  #vanderbiltmansion  #richpeopleshit  #upstateny  #upstatenewyork  #escaping  #escape  #socialdistancing  like I always do   #hudsonriver  #hudsonvalley  #nationalhistoricsite  #spring  #hydepark  #newyork  @…  https://www. instagram.com/p/B-tKjWChwFX/ ?igshid=1hxarbsbhu4mb   …","covid"
"Who else bored AF?! #tiktok  going up thanks #coronavirus  aka #Rona  #corona  #amogulempire   @Chicago, Illinois  https://www. instagram.com/p/B-A8AUXHP-r/ ?igshid=1qal2ydh4gkji   …","covid"
"WestJet warns recent passengers of possible exposure to  COVID - 19   https://www. cbc.ca/news/canada/ca lgary/westjet-covid-flights-exposure-calgary-1.5501266   …","covid"
"Popped through my local grocery store. It’s mobbed. Bottled water aisle cleared. Checkout lines 40+ yards long. People agitated. 

Went down the street to a Target - lines seemed longer. Outside, folks in masks and gloves. 

Life in the time of #coronavirus .  pic.twitter.com/VN2BejTpUw  – at  Columbia Heights","covid"
"Add a  pandemic  to everyone’s day to day and everyone becomes irrationally greedy and stupid.","covid"
"There isn't just one type of influenza. There also isn't one type of  coronavirus . The one we're dealing with is  COVID19 . Contracting it, overcoming it, and becoming immune to it doesn't necessarily mean you're immune to other coronaviruses. Just like with the flu.","covid"
"Stay safe everyone! I'm on a supply run! #COVID19   pic.twitter.com/5nzimqf4Xx","covid"
"How has  COVID - 19  affecting Vulcan development timeline?","covid"
"Most musicians pay their rent by working day to day, and that is impossible right now.  The @RecordingAcad  organization MusicCares has started a  COVID - 19  Relief Fund.  If you can spare a little for players OR if you are a musician in need, please visit:  https://www. grammy.com/musicares/get- help/musicares-coronavirus-relief-fund   …","covid"
"# Repost  @fabiocleveland 
・・・
I give you mariomsantodomingo, #Lagoallstar   pandemic  or not, one of the best dads on the planet & one hardest working chefs in the biz!! boxing up family meal for the entire staff every…  https://www. instagram.com/p/B-IP8KbJIaQ/ ?igshid=1m8dw30hylo1g   …","covid"
"What I would love everyone to understand is that now that this version of the  Coronavirus  is out, it is not going to go away. And things are going to get worse before they get better in lots of different arenas. Did…  https://www. instagram.com/p/B91oiteJ56y/ ?igshid=1mudytr8sr2hp   …","covid"
"I call this: ""Boo striking a pose while the husband cooks."" #ILoveMyFamily  #PuppyLove  #quarantinelife  #stayhome @Wooster, Ohio  https://www. instagram.com/p/B-msxzBh8wn/ ?igshid=f186zahb817t   …","covid"
"The tooth fairy made an appearance at our house, totally ignoring #SocialDistancing .  #toothfairy pic.twitter.com/zjumeJdqRF","covid"
"Which book should I cook my way through while I’m home? #Covid _ 19  #QuaratineLife pic.twitter.com/XOH2gtV9Wm","covid"
"No milk, paper products, bread (better start making your own) at #walmart  and #Schnucks .. #Florissant  #Missouri 
#coronavirus  #coronapocolypse pic.twitter.com/qyYGguQspe  – at  Walmart","covid"
"@ JohnKingCNN  John King just who do U think told elstupeedoh’s idiocy, who GOD is,and why wud he ask of GOD,advice concerning  COVID   19  and how to do whatever,when he is so much SMARTER than anybody of which his opinion includes GOD does ‘nt he use,kushner,fox","covid"
"# Coronavirus  latest in Maryland:

- 774 reported confirmed cases of #COVID19  (that’s up 425 cases over the last three days)

@wjz https:// baltimore.cbslocal.com/2020/03/27/cor onavirus-in-maryland-reported-covid-19-cases-latest/   …","covid"
"After seeing the way folks acted in New Orleans this weekend—full well knowing our numbers are nearly doubling each day—I’d say we are well all on our way to being the next city put on  lockdown .  https:// twitter.com/mattmfm/status /1239019147792723968   …","covid"
"Walking around Portsmouth, NH and seeing a glimpse into the past.   
•••••••••••••••••••••••••••••••••
#portsmouthnh  #covid _ 19  #igersnh  #iheartnh  #walkthisway  #coldwellbanker  #dreamscometrue  #jimputnamrealtor …  https://www. instagram.com/p/B_UfHJbluBb/ ?igshid=oqizug95kxl1   …","covid"
"Millennials trying to figure out how their $1200 “stimulus” is supposed to cover their:

-$2000 rent payment
-$800 student debt payment 
-$1000 in medical insurance/debt 

#stimulusbill  #coronavirus  #COVID19   pic.twitter.com/2qV5X9wnjM","covid"
"Apparently this is how we do #COVID19  in Leawood, KS! Wear a mask when you go out, no matter where you live!  pic.twitter.com/B6qY9OwCyr","covid"
"Why science matters when it comes to finding drugs for  coronavirus   https://www. nbcnews.com/health/health- news/lives-are-line-science-matters-finding-coronavirus-treatments-n1167571   …  via @nbcnews","covid"
"“The legislation, as it stands now, includes provisions for free testing for  coronavirus , bolstering of unemployment insurance, paid medical leave for those out of work due to the disease and additional money to ensure children continue to get subsidized lunches if schools close”  https:// twitter.com/politico/statu s/1238102807561019394   …","covid"
"My biggest problem with this whole  pandemic  #SocialDistanacing  thing. web chat doctor appointments. I’m sorry, Neurology, Psychology, and Therapy don’t work the same thru webcam. I end the call with, BUT WAIT HOW ARE YOU!?!
#EssentialWorkers  #doctors  #mentalhealth  #anxiety  #love","covid"
"The @coloradobrewers  Guild & Left Hand Brewing Foundation are proud to present The Colorado Strong Fund, supporting Colorado craft breweries & Coloradans impacted by  COVID - 19 . Colorado Strong Pale Ale will be brewed at breweries across CO w/ 20% of proceeds going to the cause!  pic.twitter.com/i5HX4Udf1n","covid"
"So at what point is #StLouis  Mayor going to put her foot down about #SocialDistancing  THIS IS WHY THE VIRUS CONTINUES TO CARRY ON!!!! Dumb Shit!  pic.twitter.com/Iku3bK1Pp3","covid"
"Interesting that those speaking at the press conference for  Covid - 19  are all business leaders!  I want doctors, researchers, experts in infectious disease!! I don’t need to here from corporate executives!","covid"
"20200319: Reuters :  COVID - 19  Italy: Nation passes China's  coronavirus  death toll, despite having fewer confirmed cases  https:// twitter.com/nationalpost/s tatus/1240956250273329154   …","covid"
"A great run down of the latest  COVID - 19  news in Maine. #mepolitics https:// twitter.com/PressHerald/st atus/1239143961081585665   …","covid"
"WHO warns that few have developed antibodies to  Covid - 19   https://www. theguardian.com/society/2020/a pr/20/studies-suggest-very-few-have-had-covid-19-without-symptoms   …","covid"
"Waking up in the middle of a global  pandemic  is bad enough but finding out ToonKriticY2K is back makes an already shitty situation even more shitty.  pic.twitter.com/RlwmSWA9QJ","covid"
"Pandemic  dollars shouldn't go to #FossilFuels . Join me in urging Congress to ensure oversight in Trump’s handling of the  COVID - 19  stimulus funds! #NoBigOilBailout https://www. lakotalaw.org/our-actions/no -big-oil-bailout?ms=tw_share&snw=2&ref=aea7c7d9-6d70-4803-92c7-f8af5c1596fd   …","covid"
"TRUMP on February 26, 2020 “We have 15  Coronavirus  cases, pretty soon we will be down to zero” - Today March 27, 2020, very sadly, there are 100,000 confirmed  Coronavirus  cases and 1,539  deaths in the United States !!!","covid"
"Coronavirus  wasn’t around when we still had this gem  pic.twitter.com/2gQ7rDmeJr","covid"
"Dang.  COVID - 19  has hit my home county.","covid"
"When @POTUS  analogizes #COVID19  to flu he’s minimizing impact & misleading public. Seasonal flu has case fatality of 0.1%.  COVID  is 1-2%.  Covid  could be 10-20 times > death rate than flu. If we had mass #SARSCoV2  cases like flu would that be that be acceptable Be factual & honest","covid"
"@ FredAndAngi  what happens with  coronavirus  cases in the states in regards to the other passengers on the plane, the airlines, and the airport? I’m just confused about that aspect of the transmittable nature of the virus. How transmittable is it?","covid"
"Weird. Looks different than last week’s graph they published which seems to be more consistent with rise in  COVID19  cases. Sampling/reporting issue in outpatient setting vs shift in treatment seeking behavior? Note comment on “low number of ILI providers”

 https:// twitter.com/kit_delgadomd/ status/1241613316092559362?s=21   … https:// twitter.com/kit_delgadoMD/ status/1241613316092559362   …","covid"
"My grandson is a freshman at this school.  Am I worried? You bet. 
#TrumpLiesAboutCoronavirus 
Bristol Central Students Return From Italy Amid  Coronavirus  Concerns  https://www. nbcconnecticut.com/news/local/bri stol-central-students-returning-from-italy-urged-to-stay-home-amid-coronavirus-concerns/2227764/?_osource=db_npd_nbc_wvit_twt_shr   …","covid"
"follows the governments suggestions and stays home during a  pandemic     https:// twitter.com/ParkerKemp8/st atus/1241916761261379586   …","covid"
"Hey @RealTargetTori  , it may be time to return to work because this is the cleaning supply aisle at my @Target   #coronavirus     pic.twitter.com/M3NLDlkeZa  – at  West Hollywood Gateway Parking","covid"
"My small company has "" Loss of Income Insurance"" it only covers a National Disaster ? Tornadoes, Floods  and Terrorist Attack ?
CAN SOMEONE TELL ME WHY THIS  PANDEMIC  IS NOT COVERED??
#Hannity  #Tucker  #POTUS  
#LAURAINGRAHAM","covid"
"With everything going on in response to  COVID - 19 , I wanted y’all to hear from me and my thoughts about the current state of sports. 

Stay safe. Stay informed and stay tuned.

We’re not going anywhere.  https:// twitter.com/NTDailySports/ status/1242872539304669184   …","covid"
"Love notes seen while on a walk with my family the other day.  Don’t worry, we were #SocialDistancing . #SpreadLoveNotGerms  #SpreadLoveNotCorona pic.twitter.com/V8VWjrnj4y","covid"
"A big jump today in #LNK 's  COVID - 19  cases...
 https://www. klkntv.com/lincoln-corona virus-cases-jump-to-31/   …","covid"
"If 4 people died@home from  Coronavirus  during President Hillary Clinton’s term... Sean Hannity would be the loudest one calling for investigations.  https:// twitter.com/seanhannity/st atus/1253036704644153344   …","covid"
"They’re really trying to pull a Chris Christie on the closed NJ beach during a  pandemic    who tf do they think they are?  https:// twitter.com/NBCNews/status /1250133498335281152   …","covid"
"Is the  Coronavirus  a coverup low key strategy to sell your stock and buy @Tesla  and what if Tesla crashes the stock market... in extreme worst case scenario pic.twitter.com/j6dcsyqZpc","covid"
"A Dallas man in his 30’s is the 18th person to die from #COVID19  in Dallas County. He did not have underlying health conditions. @570KLIF  @WBAP247NEWS pic.twitter.com/akSP0J4GzQ","covid"
"serious question, if this  coronavirus  comes from being clean and sanitized, how come we’ve never heard about any homeless people die from it?","covid"
"No accountability for the governor whose state was told over a decade ago that it was not equipped to handle a  pandemic ?  Perhaps he should have put more energy into stocking medical facilities instead of abortion and climate change.","covid"
"# RexArcturus : One of the main reasons for #CoronaVirus  in #NewZealand . WOE! 
#CoronaPhobia 
#DameKiriTeKanawa  @Kiri0nLine https:// twitter.com/LifeNewsHQ/sta tus/1240612387150901250   …","covid"
"Lockdown  prep. #Priorities","covid"
"If you are not wearing a mask that is effective when you are out and about you are part of the problem, I just witnessed how bad a person with  COVID19  gets. Wear a mask","covid"
"Bringing you the Governor tonight. #Michigan  #Detroit  #Coronavirus @Lansing, Michigan  https://www. instagram.com/p/B-fxIgBDjSv/ ?igshid=skb3jnwwt9ko   …","covid"
"Shoutout to @bosleyspetstore  PoCo for their stellar  Covid - 19  precautions!! I’ve never felt more comfortable and safe shopping in a store like I have at your location. #keepitclean  #sanitizesanitizesanitize  ","covid"
"I mean, your Google search history was published yesterday   we all know you’re very concerned with celebs with  coronavirus  and how often can you reuse pasta water during the quarantine    pic.twitter.com/8PK4wYA3Us","covid"
"trump said "".....could we possibly inject bleach and jump into a tanning bed to get rid of  coronavirus ?"" and there are actually people who have to tell the general public not to do those things....please let Darwin and God do their work","covid"
"MeMaw Ivey’s Twitter Q&A is going as well as you’d expect. #AskGovIvey  #alpolitics  #COVIDー19  #FlattenTheCurve  
 https:// twitter.com/governorkayive y/status/1245761586813419520?s=21   … pic.twitter.com/yNa6UQRLwN","covid"
"This is probably one of the least deadly  pandemic  scenerios imaginable, but we live in a time where we know names of everyone who has it","covid"
"We received an email from someone asking why would they need a samurai sword during the  pandemic . 
Here's why. 

#yyj  #victoria  #samuraisword  #samurai @Dragon Impact : Martial Art Equipment and Supplies  https://www. instagram.com/p/B-qsjgtlpCp/ ?igshid=qq3e4qpu7h1k   …","covid"
"You’re right. I’m working and Lord wearing my mask on top of washing my hands before the  coronavirus  #nurselife https:// twitter.com/BlakeDontCrack /status/1239645988668637184   …","covid"
"What are some of thr opportunities he missed? I agree he wasn’t forceful enough at the beginning and let Biden run away with the  coronavirus  answer. I think he got his shit together when Biden was flat out lying.","covid"
"Being depressed during a  pandemic  where we all have to self quarantine is NOT IT","covid"
"20200413: AP : 'We should approach the issue very carefully': Nations pressured to loosen  COVID - 19 -related rules [""The decisions are complicated because each country is on its own  coronavirus  arc""  https:// twitter.com/CBCWorldNews/s tatus/1249706185718206465   …","covid"
"Trump. Fired. The. Government’s.  Pandemic . Response. Team. In. 2018.  https:// twitter.com/realDonaldTrum p/status/1238410044263333894   …","covid"
"Bloomfield Pulse Condolences to all the families 
Essex County  Coronavirus  Cases Updated: Sunday, April 26, 2020

• Social distancing, hand hygiene, and other steps to prevent infection must be followed at all times…  https://www. instagram.com/p/B_chf_OJ8E6/ ?igshid=1ivzwjv2vc8ha   …","covid"
"Important news for anyone this applies to.  
 Coronavirus : SNAP expands to online service with curbside pickup in Ohio  https://www. wdtn.com/news/coronavir us-snap-expands-to-online-service-with-curbside-pickup-in-ohio/   …   #foodsecurity","covid"
"Covid - 19  Mode: ON
#yoleobocadillos  
.
.
Follow @leebocadillos
.
.
#drawonipad  #conceptsapp  #draw  #dibujo  #ilustracion  #illustration  #colors  #colores  #art pic.twitter.com/MGXSAtBSZT","covid"
"Breaking mt heart and seriously made me go out and buy a Bible all because of this  Pandemic ....m  https:// twitter.com/WasARepublican 2/status/1248637431290777600   …","covid"
"First Two Positive  Coronavirus  Cases Reported In D.C. | DCist  https:// dcist.com/story/20/03/07 /first-two-positive-coronavirus-cases-reported-in-d-c/   …","covid"
"“Those hanging mics will pick up a gnats fart”   (things I didn’t expect to hear on an emergency response call #COVID19","covid"
"Senator Ted Cruz extends self quarantine, reports 2nd  coronavirus  patient interaction  https:// abc13.com/health/sen-ted -cruz-extends-quarantine-after-2nd-covid-19-exposure/6009662/   …  via @ABC13Houston","covid"
"https:// scdhec.gov/infectious-dis eases/viruses/coronavirus-disease-2019-covid-19/monitoring-testing-covid-19   …     From @scdhec  ; SC #covid19  infection map (3/22/20) . .. . .","covid"
"Catch-up reading in the   at the #LincolnMemorial  - an in-town escape from  pandemic  #anxiety . pic.twitter.com/7ybuAaIslb","covid"
"I swear to god if we go into full  lockdown  and I’m trapped at my parents house and not my boyfriend’s I’m going to lose it","covid"
"Best 2.5 min of Trump’s presser: statements by leaders from Wal-Mart, Walgreens, Target, CVS— competitors uniting to combat  Coronavirus . We’re in this together, people!  
 https:// youtu.be/b7ehuI92lGs  ","covid"
"@ ATTHelp  are you guys thinking about making free all the premium channels during this  pandemic  era?","covid"
"COVID   19  reveals America to be a socialist country, but only for its largest corporations. If you’re an actual person, you’re screwed.","covid"
"Such an eerie feeling leaving school this afternoon. Halls empty, chairs stacked, desks clear. Praying everyone stays safe and healthy.   #Covid _ 19","covid"
"I’ve had this mask for over a year. I have absolutely no idea how to feel about it. #facemask  #tigerking  #tigermask  #covid19  #stayathome  #thatbitchcarolebaskin pic.twitter.com/vObZM3WXQh","covid"
"This is me at the moment, with the  COVID - 19  chaos going around, my own life is falling into a good place. I'm good at the moment.
#realitybites pic.twitter.com/l7yLlFqzSY","covid"
"Hey @Bucks ! you ran my CC for round 1 of the playoffs and another charge for the 20-21 season...you think you can hold off for a bit while  coronavirus  happens???  Maybe even reverse these?? Totally ridiculous yet totally expected.","covid"
"There is a flu shot and thousands die, 1/2 million worldwide. There is not  Covid - 19  shot. Flu around for decades,  19  is in infancy. Confused why?","covid"
"A local veterans group is working to help the elderly and disabled with routine errands during the  coronavirus   pandemic . #disabilities  #olderpeople  #Covid _ 19  #metrodc https:// wtop.com/coronavirus/20 20/04/dc-area-veterans-group-works-to-help-community-during-pandemic/   …","covid"
"Today, in honor of International Holocaust Survivor Remembrance Day, Dr. Amy Acton mentioned Dr. Victor Frankl & his book ..and like this  pandemic ,  today is about ""hope"".  pic.twitter.com/mAchFlAt9C","covid"
"""European Space Agency charts decline in Italy's air pollution due to  coronavirus ""   https:// twitter.com/i/events/12384 88072687251456   …","covid"
"Mundy Street, Wilkes-barre | 3 nurses probe all positive  COVID - 19  cases in W-B  https://www. newsbreakapp.com/n/0OdDavQy?s=a 2&pd=02EnKke7   …","covid"
"@ GovPritzker   Could you clarify how this  lockdown  is going to work when 3/4’s of the people in this state are working? I know a teacher and a bartender that are out of work right now. Lawyers, accountants, construction workers, and for God’s sake, car dealers. All essential?","covid"
"“Good people” who troll random civilians (see latest screenshots from reporter) who told them they shouldn’t be doing what their doing in a global  pandemic . Wah wah wah.","covid"
"Me: James Dolan tested positive for  Coronavirus  
My sister: welp, that’s the only thing positive for the knicks  pic.twitter.com/lx94oGAGvz","covid"
"The world truly is ending...
 
@ChickfilA  is shutting down it's dining rooms!!!

At least their drive-thru game is the best in the business...
#coronavirus  #covid19   pic.twitter.com/okiQLmVbH9","covid"
"All I’m saying is y’all wasn’t being up the church, the Bible, or God before dis  pandemic . So pls calm it w the theatrics.","covid"
"Hobbs and Shaw predicted  COVID - 19 . Change my mind. #ct17","covid"
"This is absolutely insane. #coronavirus  #COVIDー19 https://www. wired.com/story/coronavi rus-donald-trump-google-website/   …","covid"
